                       w                      Re11                         w                      Im11
  2.3797564350942682E+01   -4.3097056841170066E-03    2.3797564350942682E+01   -1.7874417137088285E-02
  2.3954643983622173E+01   -4.2565783799353813E-03    2.3954643983622173E+01   -1.7770177154303318E-02
  2.4111723616301663E+01   -4.2044082984624637E-03    2.4111723616301663E+01   -1.7667063604766924E-02
  2.4268803248981150E+01   -4.1531730483776634E-03    2.4268803248981150E+01   -1.7565059989217428E-02
  2.4425882881660641E+01   -4.1028508750521695E-03    2.4425882881660641E+01   -1.7464150081470148E-02
  2.4582962514340132E+01   -4.0534206394661175E-03    2.4582962514340132E+01   -1.7364317924652484E-02
  2.4740042147019622E+01   -4.0048617979136043E-03    2.4740042147019622E+01   -1.7265547827399190E-02
  2.4897121779699109E+01   -3.9571543824631645E-03    2.4897121779699109E+01   -1.7167824360017108E-02
  2.5054201412378600E+01   -3.9102789821427626E-03    2.5054201412378600E+01   -1.7071132350627703E-02
  2.5211281045058090E+01   -3.8642167248197096E-03    2.5211281045058090E+01   -1.6975456881295113E-02
  2.5368360677737581E+01   -3.8189492597471971E-03    2.5368360677737581E+01   -1.6880783284146689E-02
  2.5525440310417068E+01   -3.7744587407504190E-03    2.5525440310417068E+01   -1.6787097137492449E-02
  2.5682519943096558E+01   -3.7307278100264011E-03    2.5682519943096558E+01   -1.6694384261949202E-02
  2.5839599575776049E+01   -3.6877395825328212E-03    2.5839599575776049E+01   -1.6602630716574699E-02
  2.5996679208455539E+01   -3.6454776309421282E-03    2.5996679208455539E+01   -1.6511822795016534E-02
  2.6153758841135026E+01   -3.6039259711383585E-03    2.6153758841135026E+01   -1.6421947021680178E-02
  2.6310838473814517E+01   -3.5630690482349766E-03    2.6310838473814517E+01   -1.6332990147920029E-02
  2.6467918106494007E+01   -3.5228917230930366E-03    2.6467918106494007E+01   -1.6244939148257045E-02
  2.6624997739173498E+01   -3.4833792593198304E-03    2.6624997739173498E+01   -1.6157781216626116E-02
  2.6782077371852985E+01   -3.4445173107290599E-03    2.6782077371852985E+01   -1.6071503762656012E-02
